GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1500000US040130610352,040130610352,"Block Group 2, Census Tract 610.35, Maricopa County, Arizona",1524,380
1500000US040130610353,040130610353,"Block Group 3, Census Tract 610.35, Maricopa County, Arizona",2643,512
1500000US040130610354,040130610354,"Block Group 4, Census Tract 610.35, Maricopa County, Arizona",987,330
1500000US040130610361,040130610361,"Block Group 1, Census Tract 610.36, Maricopa County, Arizona",1093,215
1500000US040130610362,040130610362,"Block Group 2, Census Tract 610.36, Maricopa County, Arizona",2636,250
1500000US040130610371,040130610371,"Block Group 1, Census Tract 610.37, Maricopa County, Arizona",2314,455
1500000US040130610372,040130610372,"Block Group 2, Census Tract 610.37, Maricopa County, Arizona",2659,470
1500000US040130610381,040130610381,"Block Group 1, Census Tract 610.38, Maricopa County, Arizona",1420,351
1500000US040130610382,040130610382,"Block Group 2, Census Tract 610.38, Maricopa County, Arizona",993,256
1500000US040130610383,040130610383,"Block Group 3, Census Tract 610.38, Maricopa County, Arizona",1862,348
1500000US040130610391,040130610391,"Block Group 1, Census Tract 610.39, Maricopa County, Arizona",2390,350
1500000US040130610392,040130610392,"Block Group 2, Census Tract 610.39, Maricopa County, Arizona",705,321
1500000US040130610393,040130610393,"Block Group 3, Census Tract 610.39, Maricopa County, Arizona",1435,381
1500000US040130610401,040130610401,"Block Group 1, Census Tract 610.40, Maricopa County, Arizona",1579,274
1500000US040130610402,040130610402,"Block Group 2, Census Tract 610.40, Maricopa County, Arizona",944,296
1500000US040130610403,040130610403,"Block Group 3, Census Tract 610.40, Maricopa County, Arizona",1679,398
1500000US040130610411,040130610411,"Block Group 1, Census Tract 610.41, Maricopa County, Arizona",897,433
1500000US040130610412,040130610412,"Block Group 2, Census Tract 610.41, Maricopa County, Arizona",960,343
1500000US040130610413,040130610413,"Block Group 3, Census Tract 610.41, Maricopa County, Arizona",2050,527
1500000US040130610414,040130610414,"Block Group 4, Census Tract 610.41, Maricopa County, Arizona",540,299
1500000US040130610421,040130610421,"Block Group 1, Census Tract 610.42, Maricopa County, Arizona",249,73
1500000US040130610422,040130610422,"Block Group 2, Census Tract 610.42, Maricopa County, Arizona",338,97
1500000US040130610423,040130610423,"Block Group 3, Census Tract 610.42, Maricopa County, Arizona",302,75
1500000US040130610424,040130610424,"Block Group 4, Census Tract 610.42, Maricopa County, Arizona",1488,289
1500000US040130610431,040130610431,"Block Group 1, Census Tract 610.43, Maricopa County, Arizona",1345,252
1500000US040130610432,040130610432,"Block Group 2, Census Tract 610.43, Maricopa County, Arizona",1382,282
1500000US040130610441,040130610441,"Block Group 1, Census Tract 610.44, Maricopa County, Arizona",2983,843
1500000US040130610442,040130610442,"Block Group 2, Census Tract 610.44, Maricopa County, Arizona",2508,580
1500000US040130610443,040130610443,"Block Group 3, Census Tract 610.44, Maricopa County, Arizona",2329,506
1500000US040130610451,040130610451,"Block Group 1, Census Tract 610.45, Maricopa County, Arizona",2165,550
1500000US040130610452,040130610452,"Block Group 2, Census Tract 610.45, Maricopa County, Arizona",2212,375
1500000US040130610453,040130610453,"Block Group 3, Census Tract 610.45, Maricopa County, Arizona",1811,480
1500000US040130610461,040130610461,"Block Group 1, Census Tract 610.46, Maricopa County, Arizona",1947,483
1500000US040130610462,040130610462,"Block Group 2, Census Tract 610.46, Maricopa County, Arizona",4069,497
1500000US040130610471,040130610471,"Block Group 1, Census Tract 610.47, Maricopa County, Arizona",2990,252
1500000US040130610472,040130610472,"Block Group 2, Census Tract 610.47, Maricopa County, Arizona",595,185
1500000US040130611001,040130611001,"Block Group 1, Census Tract 611, Maricopa County, Arizona",672,139
1500000US040130611002,040130611002,"Block Group 2, Census Tract 611, Maricopa County, Arizona",493,129
1500000US040130611003,040130611003,"Block Group 3, Census Tract 611, Maricopa County, Arizona",1168,188
1500000US040130612001,040130612001,"Block Group 1, Census Tract 612, Maricopa County, Arizona",1851,475
1500000US040130612002,040130612002,"Block Group 2, Census Tract 612, Maricopa County, Arizona",1496,563
1500000US040130612003,040130612003,"Block Group 3, Census Tract 612, Maricopa County, Arizona",2024,496
1500000US040130612004,040130612004,"Block Group 4, Census Tract 612, Maricopa County, Arizona",1082,377
1500000US040130613001,040130613001,"Block Group 1, Census Tract 613, Maricopa County, Arizona",1894,235
1500000US040130614011,040130614011,"Block Group 1, Census Tract 614.01, Maricopa County, Arizona",730,181
1500000US040130614012,040130614012,"Block Group 2, Census Tract 614.01, Maricopa County, Arizona",1312,266
1500000US040130614021,040130614021,"Block Group 1, Census Tract 614.02, Maricopa County, Arizona",1656,433
1500000US040130614022,040130614022,"Block Group 2, Census Tract 614.02, Maricopa County, Arizona",2027,484
1500000US040130614023,040130614023,"Block Group 3, Census Tract 614.02, Maricopa County, Arizona",1980,551
1500000US040130715031,040130715031,"Block Group 1, Census Tract 715.03, Maricopa County, Arizona",656,134
1500000US040130715032,040130715032,"Block Group 2, Census Tract 715.03, Maricopa County, Arizona",776,216
1500000US040130715033,040130715033,"Block Group 3, Census Tract 715.03, Maricopa County, Arizona",748,158
1500000US040130715034,040130715034,"Block Group 4, Census Tract 715.03, Maricopa County, Arizona",2464,279
1500000US040130715041,040130715041,"Block Group 1, Census Tract 715.04, Maricopa County, Arizona",734,126
1500000US040130715042,040130715042,"Block Group 2, Census Tract 715.04, Maricopa County, Arizona",809,159
1500000US040130715043,040130715043,"Block Group 3, Census Tract 715.04, Maricopa County, Arizona",564,150
1500000US040130715044,040130715044,"Block Group 4, Census Tract 715.04, Maricopa County, Arizona",1194,180
1500000US040130715051,040130715051,"Block Group 1, Census Tract 715.05, Maricopa County, Arizona",2645,327
1500000US040130715052,040130715052,"Block Group 2, Census Tract 715.05, Maricopa County, Arizona",702,138
1500000US040130715053,040130715053,"Block Group 3, Census Tract 715.05, Maricopa County, Arizona",1590,281
1500000US040130715054,040130715054,"Block Group 4, Census Tract 715.05, Maricopa County, Arizona",1851,272
1500000US040130715061,040130715061,"Block Group 1, Census Tract 715.06, Maricopa County, Arizona",973,164
1500000US040130715062,040130715062,"Block Group 2, Census Tract 715.06, Maricopa County, Arizona",1435,214
1500000US040130715063,040130715063,"Block Group 3, Census Tract 715.06, Maricopa County, Arizona",824,131
1500000US040130715064,040130715064,"Block Group 4, Census Tract 715.06, Maricopa County, Arizona",857,182
1500000US040130715091,040130715091,"Block Group 1, Census Tract 715.09, Maricopa County, Arizona",2243,455
1500000US040130715092,040130715092,"Block Group 2, Census Tract 715.09, Maricopa County, Arizona",1046,428
1500000US040130715093,040130715093,"Block Group 3, Census Tract 715.09, Maricopa County, Arizona",884,198
1500000US040130715094,040130715094,"Block Group 4, Census Tract 715.09, Maricopa County, Arizona",1675,582
1500000US040130715101,040130715101,"Block Group 1, Census Tract 715.10, Maricopa County, Arizona",1768,281
