"BLOCKCE,C,4","BLOCKID10,C,15","POP10,N,9,0"
1730,320019501001730,0
1405,320019501001405,0
1171,320019501001171,0
1343,320019501001343,0
1106,320019501001106,0
1019,320019507001019,0
4071,320019507004071,2
4069,320019507004069,4
1002,320019507001002,15
2007,320019505002007,11
2021,320019501002021,67
2022,320019501002022,30
1253,320019507001253,18
2029,320019501002029,28
2035,320019501002035,8
1242,320019507001242,10
1241,320019507001241,30
2051,320019501002051,4
1272,320019507001272,20
3032,320019506003032,0
2069,320019506002069,5
1261,320019507001261,0
1338,320019507001338,0
2195,320019501002195,0
1381,320019507001381,0
1380,320019507001380,0
1387,320019507001387,0
1382,320019507001382,0
1367,320019507001367,0
1369,320019507001369,0
1701,320019501001701,0
1165,320019501001165,0
1370,320019501001370,0
1200,320019506001200,29
3017,320019507003017,24
3014,320019507003014,59
1285,320019506001285,1
2025,320019505002025,0
1247,320019507001247,0
1000,320019507001000,0
3013,320019506003013,7
2009,320019507002009,51
1003,320019503021003,140
4017,320019507004017,8
1737,320019501001737,0
1729,320019501001729,0
1732,320019501001732,0
1760,320019501001760,0
1709,320019501001709,0
1203,320019506001203,0
2127,320019505002127,21
1189,320019506001189,2
2128,320019505002128,2
2038,320019505002038,55
2016,320019506002016,0
2070,320019505002070,13
1336,320019507001336,0
2012,320019506002012,18
1014,320019505001014,4
2057,320019505002057,0
1037,320019505001037,0
4048,320019507004048,3
4025,320019507004025,10
4039,320019507004039,50
3050,320019503013050,7
4036,320019503024036,24
4060,320019507004060,2
4078,320019507004078,0
4074,320019507004074,0
1335,320019501001335,0
1245,320019507001245,0
1784,320019501001784,0
1312,320019501001312,0
2043,320019505002043,0
2050,320019505002050,0
1531,320019501001531,0
1236,320019506001236,25
1238,320019507001238,2
1270,320019507001270,2
1259,320019507001259,0
1280,320019507001280,0
2027,320019503012027,49
4023,320019507004023,38
1247,320019506001247,50
2092,320019501002092,0
3024,320019503013024,0
1050,320019505001050,28
1556,320019501001556,0
1543,320019501001543,0
1020,320019505001020,0
1499,320019501001499,0
1058,320019505001058,0
1868,320019501001868,0
1536,320019501001536,2
1518,320019501001518,0
1557,320019501001557,4
1470,320019501001470,0
1429,320019501001429,0
1443,320019501001443,0
1464,320019501001464,0
1456,320019501001456,0
3034,320019503013034,8
2063,320019505002063,5
2089,320019505002089,24
1596,320019501001596,21
2002,320019501002002,30
1014,320019504001014,0
1101,320019504001101,0
1624,320019501001624,15
1050,320019504001050,0
2081,320019501002081,0
1084,320019504001084,0
1199,320019501001199,4
1478,320019501001478,0
1476,320019501001476,0
1447,320019501001447,0
1457,320019501001457,0
1340,320019501001340,0
1375,320019501001375,0
1081,320019504001081,0
1022,320019504001022,0
1092,320019504001092,0
1805,320019501001805,0
1104,320019504001104,0
2090,320019501002090,1
1685,320019501001685,0
1679,320019501001679,0
1860,320019501001860,0
1204,320019501001204,7
1319,320019501001319,0
1273,320019501001273,0
1836,320019501001836,0
1192,320019501001192,0
1337,320019501001337,0
1136,320019501001136,0
1028,320019506001028,0
1089,320019505001089,0
1101,320019505001101,0
1568,320019501001568,0
1074,320019505001074,20
1087,320019505001087,3
1675,320019501001675,0
1012,320019504001012,0
1080,320019504001080,55
1018,320019504001018,0
1035,320019506001035,0
1274,320019506001274,0
1275,320019506001275,0
1271,320019506001271,0
1148,320019506001148,0
2095,320019501002095,0
2076,320019501002076,1
1064,320019504001064,0
1606,320019501001606,28
1004,320019504001004,0
1031,320019504001031,0
1040,320019504001040,0
1563,320019501001563,3
1490,320019501001490,0
1466,320019501001466,0
1068,320019505001068,0
1110,320019507001110,0
1060,320019507001060,0
1175,320019507001175,0
1125,320019501001125,0
1247,320019501001247,0
1125,320019506001125,0
1139,320019506001139,0
3060,320019507003060,0
1159,320019506001159,0
3049,320019507003049,0
1143,320019506001143,0
1136,320019506001136,0
3058,320019507003058,0
1174,320019506001174,0
3113,320019507003113,0
1643,320019501001643,0
1652,320019501001652,0
1423,320019501001423,0
1799,320019501001799,0
1655,320019501001655,0
1789,320019501001789,0
1658,320019501001658,0
1650,320019501001650,0
1633,320019501001633,0
1554,320019501001554,0
1149,320019501001149,0
1097,320019506001097,0
1348,320019501001348,0
1139,320019501001139,0
3070,320019507003070,0
3073,320019507003073,0
3095,320019507003095,0
3081,320019507003081,0
3088,320019507003088,0
3195,320019507003195,0
1058,320019507001058,0
1158,320019507001158,0
3246,320019507003246,0
3237,320019507003237,0
3040,320019507003040,0
3150,320019507003150,1
1441,320019501001441,0
3222,320019507003222,0
1185,320019501001185,0
1155,320019501001155,0
1229,320019501001229,0
1220,320019501001220,0
3189,320019507003189,0
3132,320019507003132,8
3203,320019507003203,0
1096,320019507001096,0
1048,320019507001048,0
3155,320019507003155,0
3181,320019507003181,0
1106,320019507001106,0
3183,320019507003183,0
1089,320019507001089,0
1043,320019507001043,0
1163,320019507001163,0
1139,320019507001139,0
1858,320019501001858,0
3035,320019503013035,26
3026,320019503023026,155
1307,320019507001307,0
1364,320019507001364,0
1306,320019501001306,0
1267,320019501001267,0
1145,320019507001145,0
1117,320019507001117,0
1137,320019507001137,0
1102,320019507001102,0
1220,320019506001220,2
3158,320019507003158,0
1495,320019501001495,0
1330,320019507001330,0
2011,320019503012011,0
1056,320019503021056,0
3060,320019503013060,0
3033,320019503013033,52
3078,320019503013078,2
1064,320019505001064,0
1261,320019501001261,0
1264,320019501001264,0
1244,320019501001244,0
1008,320019506001008,0
1255,320019506001255,0
1080,320019506001080,0
1098,320019506001098,0
1094,320019506001094,0
3101,320019507003101,0
4015,320019507004015,0
5022,320019503025022,17
1589,320019501001589,5
4013,320019503024013,8
4034,320019503024034,14
3005,320019503013005,6
4016,320019507004016,0
1054,320019503021054,14
3064,320019507003064,0
1033,320019503011033,12
2036,320019503022036,7
1272,320019506001272,0
4014,320019507004014,3
1031,320019503021031,26
2047,320019503012047,0
1775,320019501001775,0
1346,320019501001346,0
1006,320019504001006,0
1355,320019501001355,0
1151,320019506001151,0
3019,320019503023019,0
3082,320019503013082,18
3042,320019503013042,4
1248,320019506001248,0
1345,320019507001345,0
3025,320019507003025,33
3024,320019503023024,0
1653,320019501001653,0
1083,320019503021083,0
4038,320019503024038,9
3016,320019503013016,4
2068,320019506002068,0
1061,320019506001061,0
1045,320019505001045,18
4001,320019507004001,0
2043,320019507002043,50
1484,320019501001484,0
3001,320019507003001,12
2030,320019501002030,39
2007,320019507002007,2
2045,320019507002045,79
3035,320019506003035,35
2029,320019507002029,78
1115,320019506001115,173
1228,320019506001228,0
1201,320019506001201,42
1194,320019506001194,442
1788,320019501001788,0
1215,320019507001215,8
2020,320019506002020,0
1081,320019506001081,0
1835,320019501001835,0
1075,320019506001075,0
1059,320019501001059,0
1026,320019501001026,0
1841,320019501001841,0
3034,320019507003034,5
1028,320019507001028,0
1397,320019507001397,0
1047,320019507001047,0
1192,320019507001192,0
3030,320019507003030,0
3033,320019507003033,7
3204,320019507003204,0
3216,320019507003216,0
1275,320019507001275,13
1305,320019507001305,0
2107,320019501002107,0
1385,320019507001385,0
2172,320019501002172,0
2125,320019501002125,0
1718,320019501001718,0
2127,320019501002127,0
2075,320019501002075,0
2110,320019501002110,0
2141,320019501002141,0
2130,320019501002130,0
2018,320019507002018,0
2026,320019507002026,105
2025,320019501002025,0
2072,320019501002072,0
3063,320019503013063,0
1001,320019507001001,24
1233,320019507001233,18
3164,320019507003164,0
1206,320019506001206,76
1111,320019506001111,0
1108,320019506001108,0
1093,320019506001093,0
3219,320019507003219,0
3168,320019507003168,0
1188,320019507001188,0
2000,320019503012000,0
2099,320019505002099,0
2113,320019505002113,4
3009,320019503023009,15
2004,320019503012004,20
3035,320019503023035,0
2084,320019505002084,13
5020,320019503025020,51
5014,320019503025014,0
5002,320019503025002,13
2050,320019503012050,0
2038,320019503012038,4
4003,320019503024003,10
1005,320019503011005,4
2065,320019501002065,0
2142,320019501002142,0
2129,320019501002129,0
2137,320019501002137,0
2151,320019501002151,0
2189,320019501002189,0
2156,320019501002156,0
2118,320019501002118,0
1691,320019501001691,0
2186,320019501002186,0
1705,320019501001705,0
1373,320019501001373,0
1392,320019501001392,0
1358,320019501001358,0
1352,320019501001352,0
1141,320019506001141,0
1293,320019506001293,0
2003,320019506002003,0
2012,320019505002012,0
2032,320019505002032,0
2027,320019505002027,0
2004,320019505002004,0
2002,320019505002002,0
2008,320019505002008,0
2015,320019505002015,0
1397,320019501001397,0
4005,320019503024005,27
4011,320019503024011,16
1009,320019503011009,20
1019,320019503011019,39
1025,320019503011025,22
4014,320019503024014,5
2012,320019503022012,22
2025,320019503022025,20
1050,320019503021050,21
1419,320019501001419,0
1715,320019501001715,0
1706,320019501001706,0
1333,320019501001333,0
1401,320019501001401,0
1134,320019501001134,0
1848,320019501001848,0
1098,320019501001098,0
1378,320019501001378,0
4052,320019507004052,3
1003,320019507001003,72
1013,320019507001013,0
1218,320019507001218,15
1228,320019507001228,16
2052,320019501002052,0
2037,320019501002037,45
2042,320019501002042,14
1271,320019507001271,12
1255,320019507001255,0
1213,320019507001213,0
1182,320019506001182,15
1348,320019507001348,0
1402,320019507001402,0
1358,320019507001358,0
1351,320019507001351,0
1379,320019507001379,0
2201,320019501002201,0
1355,320019507001355,0
1184,320019501001184,0
1133,320019506001133,0
1186,320019506001186,0
1231,320019506001231,0
1110,320019506001110,0
1252,320019507001252,2
3005,320019506003005,9
2029,320019506002029,1
3016,320019503023016,64
3040,320019506003040,0
2005,320019507002005,54
2014,320019507002014,0
2040,320019503012040,6
1002,320019503021002,85
1005,320019503021005,2
3000,320019503013000,0
1739,320019501001739,0
1766,320019501001766,0
1761,320019501001761,0
2035,320019505002035,0
1118,320019506001118,3
2046,320019505002046,0
1013,320019506001013,0
2024,320019506002024,31
2030,320019505002030,0
2123,320019505002123,0
1096,320019505001096,0
4009,320019503024009,34
4027,320019507004027,22
3020,320019503013020,0
4058,320019507004058,2
3053,320019503013053,0
4057,320019507004057,2
2007,320019501002007,2
2006,320019501002006,0
2040,320019501002040,0
1254,320019507001254,0
3022,320019503013022,2
1234,320019507001234,2
1222,320019507001222,1
1774,320019501001774,0
1777,320019501001777,0
1792,320019501001792,0
1791,320019501001791,0
1115,320019507001115,1
2134,320019505002134,0
1463,320019501001463,0
1515,320019501001515,0
1530,320019501001530,0
1048,320019505001048,0
1521,320019501001521,0
1544,320019501001544,1
1535,320019501001535,0
1057,320019505001057,9
3028,320019506003028,18
2008,320019506002008,6
2040,320019506002040,198
2020,320019503012020,84
2052,320019503012052,18
2029,320019503012029,27
4041,320019507004041,2
1084,320019503021084,3
1378,320019507001378,0
1542,320019501001542,5
1060,320019505001060,0
1019,320019505001019,0
1005,320019505001005,0
1023,320019505001023,0
1001,320019505001001,0
1431,320019501001431,0
3054,320019507003054,18
1091,320019505001091,0
1593,320019501001593,48
1011,320019504001011,0
1008,320019504001008,0
1009,320019504001009,0
1028,320019504001028,0
1045,320019504001045,0
1631,320019501001631,0
1150,320019501001150,0
1174,320019501001174,0
1301,320019501001301,0
1153,320019501001153,0
1322,320019501001322,0
1430,320019501001430,0
1437,320019501001437,0
1446,320019501001446,0
1425,320019501001425,0
1866,320019501001866,0
1844,320019501001844,0
1090,320019501001090,0
1095,320019501001095,0
1095,320019504001095,0
1105,320019504001105,0
2080,320019501002080,0
1041,320019504001041,2
1663,320019501001663,0
2121,320019501002121,0
2095,320019505002095,0
2062,320019505002062,0
1202,320019501001202,0
1318,320019501001318,0
1207,320019501001207,0
1284,320019501001284,0
1203,320019501001203,0
1314,320019501001314,3
1315,320019501001315,0
1342,320019501001342,0
1026,320019506001026,0
2060,320019505002060,0
1625,320019501001625,18
1809,320019501001809,0
1071,320019505001071,95
1564,320019501001564,54
2022,320019507002022,45
1667,320019501001667,0
1665,320019501001665,0
1029,320019504001029,0
1056,320019504001056,0
1078,320019504001078,19
1193,320019501001193,0
1196,320019501001196,0
1037,320019506001037,0
1036,320019506001036,0
1042,320019506001042,0
1252,320019506001252,0
2097,320019501002097,0
2089,320019501002089,0
1065,320019504001065,0
1069,320019504001069,0
1486,320019501001486,0
1638,320019501001638,0
1613,320019501001613,0
1354,320019501001354,0
1122,320019501001122,0
1011,320019501001011,0
1115,320019501001115,0
1838,320019501001838,0
1250,320019501001250,0
3006,320019507003006,2
3114,320019507003114,0
3048,320019507003048,0
1145,320019506001145,0
1149,320019506001149,0
1152,320019506001152,0
1155,320019506001155,0
1803,320019501001803,0
1800,320019501001800,0
1637,320019501001637,0
1632,320019501001632,0
1816,320019501001816,0
1072,320019505001072,38
2100,320019505002100,0
1117,320019501001117,0
1003,320019506001003,0
1041,320019501001041,0
1255,320019501001255,0
3020,320019507003020,0
3099,320019507003099,0
3128,320019507003128,0
3065,320019507003065,0
3139,320019507003139,0
3233,320019507003233,0
1113,320019507001113,0
3182,320019507003182,0
3149,320019507003149,2
3153,320019507003153,0
3154,320019507003154,0
3231,320019507003231,0
3122,320019507003122,0
2013,320019501002013,9
1184,320019507001184,0
1151,320019507001151,0
2118,320019505002118,0
1309,320019501001309,0
1159,320019501001159,0
1236,320019501001236,0
1869,320019501001869,0
1292,320019501001292,0
1052,320019507001052,0
1088,320019507001088,0
1078,320019507001078,0
3180,320019507003180,0
3175,320019507003175,0
1622,320019501001622,0
1095,320019507001095,0
